id;precio;metros_cuadrados_utiles;numero_baNos;numero_habitaciones;planta;antigUedad;aire_acondicionado_Si;ascensor_Si;piscina_Si;trastero_Si;garaje_Si;balcon_Si;jardin_Si;armarios_Si;poblacion_km2;renta_media_hogar;distancia_centro_Madrid_m;pois_comunitarios;pois_BigBusiness
3295;1400000;100;2;2;2;48;False;True;False;False;False;True;False;False;18554;49758;2469;45;8
3296;1500000;136;2;3;2;57;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3297;1350000;100;2;2;2;28;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3298;1975000;156;3;3;5;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3301;750000;71;1;2;2;69;False;True;True;False;False;False;False;True;22741;49758;2961;45;8
3302;1120000;168;2;4;3;47;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3304;1000000;124;2;3;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3305;1570000;190;4;3;2;73;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3307;1300000;110;3;3;3;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3310;3900000;415;5;4;7;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3311;1459000;97;2;2;5;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3312;675000;65;1;1;3;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3313;3100000;280;5;4;2;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3314;3600000;380;5;5;3;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3317;650000;59;1;1;1;69;True;True;False;False;False;False;False;True;22741;49758;2571;45;8
3318;650000;60;1;1;1;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3319;995000;80;2;2;1;89;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3320;1400000;160;3;3;3;2;True;True;False;True;False;True;False;True;22741;49758;2815;45;8
3322;2400000;190;3;3;6;71;True;True;False;True;False;True;False;True;18554;49758;2469;45;8
3323;990000;94;2;2;1;74;True;True;False;False;False;True;False;True;23657;49758;2390;45;8
3327;2140000;160;2;2;7;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3330;3250000;212;4;3;7;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3332;1364900;89;3;2;6;62;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3337;2900000;290;3;5;5;71;True;True;False;False;True;False;False;True;18554;49758;2469;45;8
3341;750000;60;1;1;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3342;348000;54;1;1;0;91;False;True;False;False;False;False;False;True;18554;49758;2469;45;8
3345;1129000;103;2;2;6;48;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3349;1900000;189;3;3;4;48;True;True;False;False;True;False;False;True;18554;49758;2469;45;8
3350;1360000;107;2;3;1;19;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3351;1395000;141;2;3;3;71;False;True;False;True;False;False;False;True;18554;49758;2469;45;8
3354;1550000;185;3;3;3;71;True;True;False;False;True;True;False;True;18554;49758;2469;45;8
3355;1590000;166;2;4;5;71;False;True;False;False;True;True;False;True;18554;49758;2469;45;8
3362;1595000;140;3;3;2;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3365;1100000;108;2;2;0;71;False;True;False;True;False;False;False;False;18554;49758;2469;45;8
3366;1380000;127;2;3;3;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3367;1600000;204;3;4;4;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3370;1220000;117;3;2;3;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3371;1900000;156;3;3;4;48;True;True;False;False;True;True;False;True;22741;49758;2904;45;8
3372;1489000;96;3;3;3;50;True;True;False;False;False;False;False;True;18554;49758;2913;45;8
3373;2180000;170;4;3;3;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3375;890000;100;2;2;2;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3377;1210000;131;2;2;5;71;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3378;740000;103;2;3;5;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3379;1850000;205;4;4;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3380;1395000;123;4;3;3;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3382;1034000;95;2;2;2;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3384;1489950;137;3;3;3;71;True;True;False;False;False;True;False;True;18554;49758;2913;45;8
3387;1769000;162;2;2;6;75;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
3388;1450000;147;2;2;5;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3390;1129000;81;2;2;6;48;True;True;False;False;False;False;False;True;23657;49758;2613;45;8
3391;1395000;130;2;2;1;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3394;889000;94;2;3;4;85;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3399;1590000;250;2;3;6;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3403;1595000;180;3;2;2;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3407;2390000;235;4;3;5;71;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3408;1390000;160;3;3;4;105;True;True;False;True;True;False;False;True;22741;49758;2571;45;8
3412;815000;81;2;2;2;74;True;True;False;False;False;True;False;True;23657;49758;2319;45;8
3415;1700000;125;2;2;1;68;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3419;1000000;112;2;4;0;71;False;False;False;False;False;False;False;True;18554;49758;2469;45;8
3422;1295000;128;2;2;2;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3424;1709000;164;3;3;5;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3426;1715000;150;3;3;2;50;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3427;1500000;120;2;2;3;71;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3428;4350000;260;3;3;3;105;True;True;False;False;False;False;False;True;23657;49758;2365;45;8
3430;1590000;146;3;3;3;71;True;True;False;False;False;True;False;True;18554;49758;2935;45;8
3436;1380000;135;2;3;3;71;True;True;False;True;True;True;False;True;18554;49758;2469;45;8
3437;1900000;125;3;3;4;48;True;True;False;False;True;False;False;True;23657;49758;2613;45;8
3440;1500000;135;3;3;2;71;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3441;395000;56;1;2;0;95;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3446;1364000;90;3;2;6;62;True;True;False;False;True;False;False;True;18554;49758;2469;45;8
3447;1650000;140;3;3;4;97;False;True;False;False;True;True;False;False;18554;49758;2469;45;8
3449;900000;86;2;2;5;71;False;True;False;False;False;True;False;True;18554;49758;2469;45;8
3451;1364000;96;2;2;6;80;True;True;False;False;False;False;False;True;23657;49758;2560;45;8
3454;1839000;163;3;3;5;71;True;True;False;False;False;False;False;True;18554;49758;2913;45;8
3455;1729000;121;3;3;2;81;True;True;False;False;False;False;False;True;22741;49758;2912;45;8
3457;1489000;112;3;3;3;50;True;True;False;False;True;True;False;True;22741;49758;2682;45;8
3459;1120000;112;2;2;3;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3460;1240000;121;2;3;2;71;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3461;1364900;89;2;2;6;80;True;True;False;False;False;False;False;False;23657;49758;2571;45;8
3464;1839000;163;4;3;5;61;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3466;1240000;102;2;2;5;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3470;595000;56;1;1;4;71;False;True;False;True;True;False;False;True;18554;49758;3045;45;8
3471;1550000;140;3;4;4;47;False;True;True;False;True;True;False;True;18554;49758;2469;45;8
3472;1530000;170;2;3;6;71;True;True;False;True;False;True;False;True;18554;49758;2469;45;8
3473;1380000;140;4;3;4;69;True;True;False;False;False;False;False;True;22741;49758;2736;45;8
3474;1600000;185;4;3;1;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3476;1519000;136;3;3;2;71;True;True;False;False;True;True;False;True;18554;49758;2913;45;8
3484;500000;48;1;1;6;82;True;True;False;False;False;False;False;False;22741;49758;2942;45;8
3485;1479000;137;3;3;3;50;True;True;False;False;False;False;False;True;18554;49758;2913;45;8
3487;1239000;102;2;2;5;71;True;True;False;False;False;True;False;True;18554;49758;2913;45;8
3488;920000;78;1;1;6;110;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3489;1900000;151;3;3;4;74;True;True;False;False;False;False;False;True;23657;49758;2158;45;8
3490;1239000;95;3;2;5;94;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3507;1700000;139;2;3;5;74;False;True;False;False;False;False;False;False;23657;49758;2467;45;8
3509;1709000;164;3;3;5;61;True;True;False;False;False;True;False;True;22741;49758;2736;45;8
3512;1364900;130;3;2;6;80;False;False;False;False;False;False;False;False;23657;49758;2571;45;8
3513;1309000;76;2;2;6;71;True;True;False;False;False;False;False;True;18554;49758;2849;45;8
3514;1729000;166;3;3;2;81;False;False;False;False;False;False;False;False;22741;49758;2912;45;8
3515;1700000;113;3;3;5;95;True;True;False;False;False;True;False;True;23657;49758;2467;45;8
3516;950000;67;1;2;6;85;True;True;False;False;False;False;False;False;22741;49758;2942;45;8
3517;2350000;192;4;6;7;56;False;True;False;False;True;False;False;False;18554;49758;2469;45;8
3523;699000;65;2;2;5;69;True;True;False;False;False;False;False;True;22741;49758;2571;45;8
3525;1300000;132;3;2;1;95;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3526;1900000;199;4;5;6;49;True;True;True;False;True;False;False;True;23657;49758;2613;45;8
3529;1380000;120;3;3;3;68;True;True;False;False;False;False;False;True;18554;49758;2780;45;8
3530;1220000;110;3;2;3;68;True;True;False;False;False;False;False;True;18554;49758;2780;45;8
3532;2750000;305;3;5;3;105;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3534;1479000;136;3;3;2;50;True;True;False;False;False;True;False;True;18554;49758;2913;45;8
3535;1390000;143;3;3;2;71;True;True;False;False;True;False;False;True;18554;49758;2469;45;8
3537;2995000;254;3;3;3;17;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3538;1487300;126;2;3;2;90;True;True;False;False;False;False;False;True;18554;49758;2986;45;8
3541;3250000;300;4;4;3;69;True;True;False;True;False;False;False;True;22741;49758;2942;45;8
3542;2400000;190;3;3;5;71;True;True;False;False;True;False;False;True;18554;49758;2469;45;8
3543;1300000;150;2;3;6;71;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3544;610000;65;1;2;3;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3545;1595000;190;3;3;5;71;False;True;False;True;False;False;False;False;18554;49758;2469;45;8
3547;699000;65;2;2;5;71;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3548;679000;66;2;2;1;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3549;1129000;171;3;3;1;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3550;649000;62;2;2;0;71;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3552;1420000;181;2;4;2;71;False;True;False;True;False;False;False;False;18554;49758;2469;45;8
3553;1339000;158;3;3;1;71;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3556;1839000;140;3;3;5;61;True;True;False;False;False;True;False;True;18554;49758;2908;45;8
3557;1309000;78;2;2;6;97;True;True;False;False;False;True;False;True;18554;49758;2849;45;8
3561;1233000;114;3;3;1;71;True;True;False;False;False;True;False;True;18554;49758;3074;45;8
3570;1709000;105;3;3;5;61;True;True;False;False;False;True;False;True;22741;49758;2786;45;8
3571;1425000;141;3;4;3;69;True;True;False;True;True;False;False;False;22741;49758;2912;45;8
3573;1489950;137;3;3;3;50;True;True;False;False;False;True;False;True;22741;49758;2682;45;8
3575;850000;95;2;2;2;69;False;True;False;False;False;True;False;True;22741;49758;2942;45;8
3577;950000;70;2;2;2;93;True;True;False;False;False;False;False;True;22741;49758;2995;45;8
3578;1349000;115;2;2;1;95;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3580;1295000;205;2;3;3;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3581;4250000;282;5;4;5;74;True;True;False;False;True;False;False;True;23657;49758;2255;45;8
3582;2359000;207;3;3;6;60;True;True;False;False;True;False;False;False;18554;49758;2469;45;8
3583;1370000;120;2;2;7;0;True;True;False;False;False;False;False;True;18554;49758;2935;45;8
3584;1150000;133;3;3;6;0;True;True;False;False;False;False;False;True;18554;49758;2935;45;8
3587;1729000;166;3;3;2;81;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3590;920000;80;2;2;2;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3591;950000;91;2;2;4;9;True;True;False;False;True;False;False;False;18554;49758;2469;45;8
3596;335000;48;1;1;1;95;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3599;799000;91;1;2;8;60;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3606;2550000;305;3;5;3;71;True;True;False;False;False;True;False;False;18554;49758;2469;45;8
3607;1725000;138;3;3;5;71;True;True;False;True;False;True;False;True;18554;49758;2469;45;8
3608;1580000;182;3;3;1;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3609;1250000;140;2;3;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3610;460000;59;1;1;5;95;False;True;False;False;False;False;False;False;22741;49758;2571;45;8
3613;1380000;145;2;4;6;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3614;1275000;182;2;4;6;71;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3617;2100000;179;3;3;3;106;True;True;False;True;False;True;False;True;22741;49758;2815;45;8
3620;569000;49;1;2;2;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3621;1149000;130;2;2;7;102;True;True;False;True;False;True;False;True;23657;49758;2613;45;8
3625;785000;100;2;3;1;71;False;False;False;False;False;False;False;True;18554;49758;2469;45;8
3627;1590000;175;3;3;2;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3628;880000;80;1;2;1;35;False;True;False;False;False;True;False;True;18554;49758;2469;45;8
3629;449000;48;1;2;3;71;False;True;False;False;False;False;False;True;18554;49758;2783;45;8
3630;3400000;330;4;4;5;71;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3634;1839000;120;3;3;5;61;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3635;1354900;144;2;2;2;68;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3637;1200000;98;2;2;1;74;True;True;False;False;False;False;False;True;23657;49758;2613;45;8
3638;590000;77;1;4;0;71;False;False;False;False;False;False;False;False;18554;49758;3078;45;8
3639;1300000;120;2;3;3;74;False;True;False;False;False;True;False;False;23657;49758;2390;45;8
3641;1190000;150;3;2;6;71;True;True;False;False;False;True;False;True;18554;49758;2918;45;8
3642;1299000;105;3;3;2;71;True;True;False;False;False;False;False;True;18554;49758;2908;45;8
3643;1180000;130;2;3;3;74;True;True;False;True;False;False;False;False;23657;49758;2193;45;8
3645;1849000;149;3;3;2;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3646;750000;54;1;1;4;71;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3649;1489950;137;3;3;3;50;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3650;1230000;130;3;3;6;62;True;True;False;False;False;False;False;True;26207;49758;3142;45;8
3651;1299000;101;3;3;2;61;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3652;490000;69;2;2;2;71;True;True;False;False;False;False;False;True;18554;49758;2788;45;8
3653;1309000;76;2;2;6;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3657;545000;53;1;1;7;71;True;True;False;False;False;False;False;True;18554;49758;2795;45;8
3658;1129000;115;3;3;1;69;True;True;False;False;True;False;False;True;22741;49758;3082;45;8
3661;1200000;92;2;2;1;105;True;True;False;False;False;False;False;True;22741;49758;2571;45;8
3663;1400000;123;4;3;2;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3664;1065000;112;2;2;3;69;False;True;False;False;False;False;False;True;22741;49758;2942;45;8
3667;1580000;178;3;3;2;71;True;True;False;True;False;True;False;True;18554;49758;2469;45;8
3668;1489000;112;3;3;3;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3669;4750000;396;5;4;0;71;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3674;1925000;155;3;3;4;105;True;True;False;False;False;True;False;True;23657;49758;2390;45;8
3676;1849000;150;3;3;4;74;True;True;False;False;True;False;False;True;23657;49758;2613;45;8
3682;1729000;150;3;3;2;81;True;True;False;False;False;False;False;True;22741;49758;2912;45;8
3686;525000;57;1;1;1;69;True;True;False;False;False;False;False;True;22741;49758;2571;45;8
3688;1210000;75;3;3;3;76;True;True;False;False;False;True;False;True;22741;49758;2919;45;8
3692;1720000;222;2;3;8;71;True;True;False;True;False;True;False;False;18554;49758;2469;45;8
3693;2190000;207;3;3;2;65;True;True;False;False;True;False;False;True;18554;49758;2469;45;8
3697;1270000;119;2;3;1;49;True;True;False;False;True;False;False;False;22741;49758;2942;45;8
3698;2990000;415;5;4;2;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3703;1800000;206;3;5;7;95;True;True;False;False;False;True;False;True;18554;49758;2825;45;8
3704;2400000;181;3;3;3;71;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3705;1390000;111;3;3;3;49;True;True;False;True;True;False;False;True;18554;49758;2469;45;8
3707;2300000;160;2;3;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3710;1519000;136;3;3;2;71;True;True;False;False;True;True;False;False;18554;49758;2469;45;8
3714;1209000;105;3;3;3;69;True;True;False;False;False;True;False;True;22741;49758;2942;45;8
3716;2250000;180;4;3;2;75;True;True;False;True;True;True;False;True;18554;49758;2469;45;8
3717;2200000;290;4;4;1;69;True;True;False;True;False;False;False;True;18554;49758;2469;45;8
3718;1709000;165;3;3;5;69;True;True;False;False;False;False;False;True;22741;49758;2736;45;8
3720;1150000;125;2;3;4;82;False;True;False;False;False;True;False;False;18554;49758;2469;45;8
3721;1300000;94;2;3;7;71;True;True;False;False;False;True;False;True;18554;49758;2986;45;8
3728;1489950;130;3;3;3;50;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3730;1520000;106;2;1;7;105;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3731;1770000;199;2;2;1;63;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3733;1145000;122;3;2;1;71;False;True;False;True;False;False;False;False;18554;49758;2469;45;8
3734;1390000;150;3;3;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3737;1495000;97;2;2;5;95;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3744;1459000;100;2;2;5;95;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3749;895000;118;2;3;5;71;True;True;False;False;False;False;False;False;18554;49758;2825;45;8
3751;1900000;211;3;5;3;75;False;False;False;False;False;False;False;False;18554;49758;2825;45;8
3752;4750000;310;4;4;1;70;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3753;3850000;273;4;6;5;125;True;True;False;False;False;True;False;True;23657;49758;2394;45;8
3755;2280000;138;3;4;1;65;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3756;1190000;146;2;4;4;85;False;True;False;False;False;True;False;True;18554;49758;2469;45;8
3757;1700000;141;3;3;2;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3759;1550000;150;2;3;5;71;False;True;False;False;False;False;False;False;18554;49758;2469;45;8
3760;1380000;133;4;3;4;69;True;True;False;False;False;False;False;True;22741;49758;2736;45;8
3761;1800000;214;3;3;0;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3762;1350000;125;3;3;3;60;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3765;3600000;330;4;5;3;70;True;True;False;False;True;True;False;True;18554;49758;2469;45;8
3766;1650000;162;3;2;4;71;True;True;False;False;False;True;False;True;18554;49758;2469;45;8
3775;1050000;117;2;2;3;99;True;True;False;False;False;True;False;True;22741;49758;2942;45;8
3780;2200000;151;2;3;1;105;True;True;False;False;False;False;False;False;18554;49758;2469;45;8
3782;2050000;189;4;4;4;71;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3785;1660000;150;3;3;4;112;True;True;False;False;False;False;False;True;18554;49758;2469;45;8
3786;1390000;141;3;3;3;69;True;True;False;False;False;False;False;True;22741;49758;2912;45;8
3787;1395000;100;2;3;4;71;True;True;False;False;False;False;False;True;18554;49758;2788;45;8
3793;2090000;179;2;3;4;69;False;True;False;False;False;True;False;True;22741;49758;2571;45;8
3794;1800000;185;3;4;3;71;True;True;False;False;False;False;False;False;18554;49758;2825;45;8
3795;2250000;178;4;3;2;95;True;True;False;False;False;True;False;True;22741;49758;2694;45;8
3929;4750000;345;5;5;7;69;True;True;False;True;True;False;False;True;22741;49758;2942;45;8
3934;1250000;121;2;4;2;69;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
3938;1150000;85;2;2;3;69;True;True;False;False;False;False;False;True;22741;49758;2752;45;8
3944;1809000;144;3;3;1;55;True;False;False;False;False;False;False;False;22741;49758;2752;45;8
3963;1129000;81;2;2;5;69;True;True;False;False;True;False;False;True;22741;49758;2942;45;8
3967;600000;51;2;2;1;69;True;True;False;False;False;False;False;True;22741;49758;2897;45;8
3969;1200000;150;2;3;6;69;True;True;False;False;False;False;False;True;22741;49758;2752;45;8
3975;390000;48;1;1;2;69;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
3992;950000;84;2;2;3;69;True;True;False;False;False;True;False;False;22741;49758;3050;45;8
4015;1250000;112;2;3;1;85;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
4021;850000;93;3;2;1;69;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
4035;1850000;139;2;2;1;21;True;True;True;False;True;False;False;True;22741;49758;2942;45;8
4037;2990000;301;3;4;4;35;True;True;False;True;False;True;False;True;22741;49758;2942;45;8
4050;715000;74;2;2;2;69;True;True;False;False;False;True;False;True;22741;49758;2571;45;8
4056;683000;82;1;3;0;90;False;True;False;False;False;False;False;False;22741;49758;2942;45;8
4059;1950000;186;4;3;4;110;True;True;False;True;False;True;False;True;22741;49758;2942;45;8
4070;1240000;100;2;2;4;69;True;True;False;False;False;False;False;True;22741;49758;2752;45;8
4072;1049000;115;2;2;1;69;True;True;False;False;False;False;False;False;22741;49758;2752;45;8
4100;1350000;109;3;3;3;90;True;True;False;False;False;False;False;True;22741;49758;2571;45;8
4120;630000;48;1;1;3;74;False;True;False;True;False;False;False;True;23657;49758;2386;45;8
4130;750000;72;2;2;6;62;True;True;False;False;True;False;False;True;26207;49758;3153;45;8
4133;1420000;155;3;3;5;69;False;True;False;False;True;False;False;False;22741;49758;2752;45;8
4139;1550000;140;2;3;10;64;True;True;False;False;False;False;False;True;22741;49758;2571;45;8
4148;720000;61;3;2;5;74;True;True;False;False;False;False;False;False;23657;49758;2556;45;8
4157;550000;45;1;1;5;93;True;True;False;False;False;False;False;True;23657;49758;2383;45;8
4179;1250000;160;2;3;2;72;True;True;False;True;False;False;False;True;22741;49758;2571;45;8
4366;829000;76;2;2;1;71;True;True;False;False;False;False;False;True;23657;49758;2357;45;8
4367;829000;76;2;2;1;71;True;False;False;False;False;False;False;True;23657;49758;2357;45;8
4384;829000;76;2;2;1;74;True;False;False;False;False;False;False;True;23657;49758;2292;45;8
4393;2990000;195;4;3;4;54;False;True;False;False;True;True;False;False;22741;49758;2942;45;8
4398;829000;63;2;2;1;71;True;False;False;False;False;False;False;True;23657;49758;2292;45;8
4406;829000;63;2;2;1;74;True;False;False;False;False;False;False;True;23657;49758;2292;45;8
4530;2500000;151;3;3;1;69;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
4601;2250000;150;4;4;2;90;True;True;False;False;False;False;False;True;22741;49758;2942;45;8
16126;570000;400;4;7;0;35;False;False;False;True;True;True;True;True;5099;49800;14132;7;0
17387;475000;130;2;5;0;33;True;False;True;True;True;False;True;False;5099;49800;14132;7;0
12423;480000;126;2;4;2;22;False;True;False;False;True;False;False;True;514;49818;21757;0;0
12453;350000;100;1;2;1;16;False;True;True;False;True;False;False;True;514;49818;21896;0;0
13746;549900;155;3;4;2;22;True;True;True;False;True;True;False;True;514;49818;21757;0;0
13852;1175000;515;5;4;0;23;True;False;True;True;True;True;True;True;514;49818;22068;0;0
3480;3600000;311;4;5;6;48;True;True;False;True;True;False;False;True;18554;49922;2279;13;0
3482;1770000;220;2;3;1;63;True;True;False;False;False;False;False;True;18554;49922;2306;13;0
3496;1340000;100;2;2;4;53;True;True;False;False;True;True;False;True;18554;49922;2452;13;0
3567;695000;83;2;3;1;73;False;False;False;False;False;False;False;False;18554;49922;2306;13;0
3640;1770000;220;2;2;1;73;True;True;False;False;False;False;False;True;18554;49922;2306;13;0
3740;845000;76;1;2;5;99;True;True;False;False;False;False;False;True;18554;49922;2306;13;0
3770;1150000;85;2;2;5;73;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
9984;525000;80;2;2;1;73;False;True;False;False;False;False;False;True;18554;49922;2503;13;0
10001;775000;115;2;3;3;74;False;True;False;False;False;False;False;False;18554;49922;2515;13;0
10003;550000;59;1;3;5;73;False;True;False;False;False;True;False;False;18554;49922;2454;13;0
10005;2000000;170;4;3;4;73;True;True;False;True;False;True;False;True;18554;49922;2452;13;0
10015;480000;85;1;4;5;81;True;True;False;False;False;False;False;False;18554;49922;2592;13;0
10027;820000;100;2;3;4;73;True;True;False;False;False;False;False;True;18554;49922;2515;13;0
10037;870000;90;2;3;8;84;True;True;False;False;False;False;False;True;18554;49922;2515;13;0
10042;1550000;156;2;3;9;84;True;True;False;True;False;False;False;True;18554;49922;2530;13;0
10043;1679000;100;2;2;4;92;True;True;False;False;False;True;False;True;18554;49922;2515;13;0
10058;959000;104;3;3;0;73;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
10061;959000;75;3;3;0;73;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
10079;959000;74;3;3;0;80;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
10082;1590000;198;3;3;3;73;True;True;False;False;False;True;False;True;18554;49922;2515;13;0
10092;1340000;107;3;2;5;73;True;True;False;False;False;False;False;True;18554;49922;2515;13;0
10094;959000;91;3;3;0;73;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
10106;890000;85;2;3;2;73;True;True;False;False;False;False;False;True;18554;49922;2407;13;0
10113;1149000;93;2;2;3;79;True;True;False;False;False;False;False;False;18554;49922;2592;13;0
10115;1275000;140;3;3;2;74;True;True;False;False;False;False;False;True;18554;49922;2515;13;0
10120;959000;75;3;3;0;80;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
10125;380000;123;1;2;0;73;False;True;False;False;False;False;False;False;18554;49922;2711;13;0
10134;384000;69;1;2;1;73;False;True;False;False;False;False;False;False;18554;49922;2279;13;0
10143;1190000;140;4;3;3;73;True;True;False;True;False;False;False;True;18554;49922;2515;13;0
10145;700000;120;2;3;4;49;True;True;False;False;True;False;False;True;18554;49922;2209;13;0
10148;598000;80;3;3;1;73;True;True;False;False;False;False;False;True;18554;49922;2359;13;0
10151;959000;104;3;3;0;80;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
10157;828000;124;4;6;2;73;False;True;False;False;True;False;False;False;18554;49922;2515;13;0
10161;959000;75;3;3;0;73;True;True;False;False;False;False;False;True;18554;49922;2452;13;0
